,Nonfunctional_Feature,Origin-Num_Cat,Origin-Cat,E0-Num_Ad_Cat,E0-Ad_Cat,E0-Num_NotIn_Origin
0,srv_count,12,"[0.00195695 0.00782779 0.01174168 0.00587084 0.00391389 0.73189824
 0.00978474 0.037182   0.0332681  0.0704501  0.01956947 0.12915851]",2813,[0.14857054 0.14500058 0.13500905 ... 0.14378265 0.13314159 0.13913321],2813
1,serror_rate,3,[0.  1.  0.5],1,[0.],0
2,srv_serror_rate,3,[0.  1.  0.5],1,[0.],0
3,rerror_rate,5,[0.   1.   0.5  0.67 0.33],129,"[0.00000000e+00 2.25587200e-03 3.03149220e-04 1.46900860e-03
 2.69340720e-03 3.65607440e-04 1.06453150e-03 1.95302070e-04
 1.81151180e-03 1.18862840e-03 6.38626500e-04 1.89072860e-02
 9.66809700e-03 4.59313400e-04 2.47921050e-03 9.51372100e-04
 1.57668440e-03 3.58939170e-04 3.31920390e-03 4.40351670e-04
 2.23186910e-02 9.14648200e-04 1.45395170e-02 9.80012100e-04
 9.88185400e-04 1.20490790e-04 6.31940360e-03 3.78358360e-03
 6.28729160e-03 1.23379305e-02 3.86245550e-04 4.19020650e-03
 5.50390030e-03 2.00746200e-03 1.62591790e-03 2.98991800e-05
 1.47947670e-03 1.29112600e-03 2.32999030e-03 2.34799830e-03
 6.42195340e-04 2.83686070e-03 2.01934580e-03 1.89900400e-03
 1.02752450e-03 5.80348100e-04 7.89116300e-03 4.33625300e-03
 1.70756130e-03 1.22257320e-03 8.83407900e-04 1.41100590e-03
 7.18660650e-04 2.15172770e-05 5.28655950e-04 2.09733840e-03
 1.35144070e-02 4.44769860e-03 2.62541320e-03 1.53435020e-03
 1.36564670e-03 2.16662880e-04 1.09584630e-03 8.46050700e-04
 3.28484920e-03 2.00911600e-03 1.36973710e-03 6.18211900e-04
 2.71543120e-03 2.85876540e-03 2.17340890e-03 4.05083600e-03
 2.60174270e-04 4.34586400e-03 2.22727660e-04 1.15451370e-02
 8.58828400e-05 1.11617150e-04 1.77517530e-03 6.34081660e-04
 1.39404830e-03 5.44317070e-04 1.48474430e-03 6.07786330e-03
 3.43036650e-03 7.96769600e-03 1.92974510e-03 2.72663680e-03
 2.19246750e-03 3.14051660e-03 8.29362900e-03 1.65943060e-03
 5.30913470e-03 3.73218950e-03 2.25961950e-03 1.95648520e-03
 7.32384600e-04 1.92761420e-04 1.19013340e-02 4.79877000e-03
 2.75608900e-03 7.14920460e-04 1.66854260e-03 2.83515450e-03
 6.79485500e-04 9.83618200e-04 1.78292400e-04 9.76510350e-04
 1.93438680e-03 3.91123440e-03 1.34267660e-03 2.47048590e-03
 1.42224880e-03 2.63390700e-03 1.28744540e-03 1.89881770e-03
 3.68165970e-03 3.10207900e-03 3.75741720e-03 2.97552350e-03
 1.29802530e-03 6.10604900e-04 1.85240060e-03 7.46987760e-04
 1.76960230e-03 5.28438400e-03 4.50123100e-03 7.72997740e-04
 2.96461580e-03]",128
4,srv_rerror_rate,4,[0.   1.   0.5  0.33],1,[0.],0
5,same_srv_rate,8,[1.   0.5  0.75 0.33 0.67 0.8  0.25 0.12],2814,[0.49144816 0.4857576  0.46012825 ... 0.48257697 0.45945644 0.45384502],2814
6,diff_srv_rate,6,[0.   1.   0.5  0.67 0.4  0.25],2815,[0.14253713 0.13757138 0.11849485 ... 0.13572492 0.11793511 0.10979201],2815
7,srv_diff_host_rate,4,[0.   0.67 1.   0.5 ],1,[0.],0
8,dst_host_count,254,"[0.12156863 1.         0.12941176 0.01176471 0.04313725 0.36862745
 0.59215686 0.33333333 0.00392157 0.80784314 0.01568627 0.00784314
 0.10588235 0.02352941 0.27058824 0.36470588 0.61568627 0.83921569
 0.03529412 0.34117647 0.09019608 0.67843137 0.21176471 0.60392157
 0.03137255 0.34901961 0.05490196 0.56078431 0.75686275 0.59607843
 0.73333333 0.23921569 0.41960784 0.81960784 0.01960784 0.08627451
 0.35294118 0.43529412 0.11764706 0.58039216 0.60784314 0.05882353
 0.13333333 0.02745098 0.20392157 0.78039216 0.61960784 0.23137255
 0.98431373 0.45490196 0.63137255 0.97647059 0.03921569 0.82745098
 0.64313725 0.94509804 0.44705882 0.16078431 0.30980392 0.90980392
 0.57254902 0.74901961 0.14901961 0.05098039 0.19215686 0.45882353
 0.39607843 0.38039216 0.43137255 0.65490196 0.94901961 0.56470588
 0.4745098  0.92156863 0.29019608 0.16470588 0.83529412 0.11372549
 0.99215686 0.65882353 0.0745098  0.62745098 0.54901961 0.69803922
 0.08235294 0.22352941 0.25098039 0.17254902 0.45098039 0.29803922
 0.3372549  0.6745098  0.69019608 0.78431373 0.53333333 0.68627451
 0.81568627 0.10980392 0.91372549 0.09411765 0.79215686 0.8745098
 0.91764706 0.87058824 0.18039216 0.71764706 0.9254902  0.63921569
 0.67058824 0.06666667 0.80392157 0.94117647 0.18823529 0.70588235
 0.38431373 0.48235294 0.84313725 0.99607843 0.81176471 0.88627451
 0.16862745 0.35686275 0.49803922 0.44313725 0.21960784 0.54117647
 0.97254902 0.85882353 0.23529412 0.6627451  0.20784314 0.07058824
 0.50980392 0.77254902 0.57647059 0.04705882 0.93333333 0.07843137
 0.90196078 0.75294118 0.95686275 0.89019608 0.15294118 0.70196078
 0.14117647 0.0627451  0.47058824 0.89803922 0.37647059 0.74509804
 0.85490196 0.42745098 0.71372549 0.63529412 0.7372549  0.96862745
 0.77647059 0.92941176 0.1372549  0.95294118 0.85098039 0.8627451
 0.76862745 0.96078431 0.3254902  0.2        0.40392157 0.50196078
 0.24313725 0.09803922 0.14509804 0.15686275 0.87843137 0.61176471
 0.51764706 0.47843137 0.4        0.25490196 0.28627451 0.62352941
 0.52941176 0.50588235 0.27843137 0.49019608 0.82352941 0.30588235
 0.1254902  0.18431373 0.51372549 0.48627451 0.66666667 0.55294118
 0.17647059 0.42352941 0.10196078 0.43921569 0.58823529 0.58431373
 0.88235294 0.36078431 0.49411765 0.84705882 0.52156863 0.22745098
 0.34509804 0.38823529 0.19607843 0.39215686 0.72156863 0.9372549
 0.2745098  0.76078431 0.30196078 0.21568627 0.6        0.25882353
 0.7254902  0.40784314 0.26666667 0.98823529 0.5372549  0.79607843
 0.41568627 0.8        0.29411765 0.2627451  0.83137255 0.31764706
 0.64705882 0.54509804 0.70980392 0.4627451  0.76470588 0.96470588
 0.72941176 0.74117647 0.98039216 0.37254902 0.32941176 0.68235294
 0.55686275 0.86666667 0.28235294 0.56862745 0.90588235 0.78823529
 0.31372549 0.32156863 0.69411765 0.24705882 0.65098039 0.89411765
 0.41176471 0.46666667]",2814,[0.5526328  0.54489845 0.5157804  ... 0.5404621  0.51229995 0.51143765],2814
9,dst_host_srv_count,255,"[0.09803922 0.41960784 0.90588235 0.99607843 0.05490196 0.85882353
 0.01176471 1.         0.14509804 0.96470588 0.88627451 0.99215686
 0.14901961 0.98431373 0.87843137 0.58823529 0.21568627 0.03529412
 0.91764706 0.98823529 0.08627451 0.18431373 0.05882353 0.96078431
 0.00784314 0.01960784 0.07843137 0.03137255 0.07058824 0.02352941
 0.05098039 0.09411765 0.19607843 0.54509804 0.45882353 0.76470588
 0.89019608 0.95294118 0.00392157 0.14117647 0.74117647 0.20784314
 0.60784314 0.0745098  0.87058824 0.53333333 0.5254902  0.02745098
 0.40784314 0.91372549 0.13333333 0.98039216 0.9254902  0.29411765
 0.20392157 0.21176471 0.34901961 0.82352941 0.55686275 0.75686275
 0.27058824 0.23921569 0.1254902  0.36078431 0.39607843 0.85098039
 0.84705882 0.83137255 0.30196078 0.16862745 0.43137255 0.5372549
 0.04313725 0.03921569 0.94117647 0.15686275 0.55294118 0.95686275
 0.29803922 0.96862745 0.09019608 0.10196078 0.64705882 0.2627451
 0.29019608 0.58039216 0.92941176 0.97647059 0.12156863 0.90980392
 0.94901961 0.56078431 0.97254902 0.43529412 0.60392157 0.10588235
 0.75294118 0.42352941 0.37254902 0.57254902 0.80784314 0.43921569
 0.32941176 0.38823529 0.16078431 0.30980392 0.16470588 0.83529412
 0.04705882 0.77647059 0.90196078 0.24313725 0.71764706 0.22745098
 0.18823529 0.49411765 0.26666667 0.0627451  0.80392157 0.11764706
 0.81568627 0.58431373 0.33333333 0.2        0.49803922 0.78823529
 0.54901961 0.89411765 0.83921569 0.35294118 0.37647059 0.76078431
 0.52941176 0.85490196 0.86666667 0.08235294 0.01568627 0.62352941
 0.8745098  0.48235294 0.23137255 0.15294118 0.40392157 0.9372549
 0.56470588 0.17254902 0.61960784 0.70980392 0.25098039 0.61568627
 0.7254902  0.06666667 0.3254902  0.38431373 0.64313725 0.31372549
 0.84313725 0.6745098  0.62745098 0.36470588 0.61176471 0.56862745
 0.22352941 0.10980392 0.31764706 0.72941176 0.82745098 0.63137255
 0.76862745 0.92156863 0.89803922 0.81176471 0.78431373 0.30588235
 0.23529412 0.39215686 0.48627451 0.93333333 0.42745098 0.49019608
 0.59215686 0.19215686 0.21960784 0.1372549  0.45098039 0.12941176
 0.69803922 0.50980392 0.45490196 0.68235294 0.8        0.35686275
 0.63529412 0.34117647 0.41176471 0.11372549 0.38039216 0.4745098
 0.67843137 0.46666667 0.94509804 0.17647059 0.88235294 0.8627451
 0.52156863 0.28627451 0.51764706 0.50588235 0.28235294 0.25490196
 0.65490196 0.34509804 0.66666667 0.70196078 0.73333333 0.79607843
 0.4        0.74509804 0.2745098  0.59607843 0.6627451  0.36862745
 0.47843137 0.24705882 0.81960784 0.57647059 0.54117647 0.65098039
 0.41568627 0.44313725 0.27843137 0.32156863 0.4627451  0.44705882
 0.70588235 0.18039216 0.63921569 0.50196078 0.51372549 0.69411765
 0.71372549 0.47058824 0.74901961 0.65882353 0.3372549  0.25882353
 0.68627451 0.6        0.7372549  0.72156863 0.67058824 0.79215686
 0.78039216 0.69019608 0.77254902]",1,[0.],1
